	Price	Dividend	Volume	Matches	Attempt Buys	Attempt Sells	Interest Rates	Total Bid	Total Ask	Total Buys	Total Sells	Profit per Units
399	63.092769711000265	9.369442490300825	11.734980678165007	3	57	3	0.1	11.734980678165007	150.5809528060125	3	57	-11.185578958309316
400	72.04960632346881	9.644065360516024	9.399526239622169	7	7	8	0.1	22.29853470187605	9.399526239622169	8	7	18.600901972984566
401	54.50783044722677	9.723591832725093	10.4077060168521	3	31	3	0.1	10.4077060168521	55.18132887040765	3	31	-7.818184043516942
402	87.1958733877693	9.617776726828339	2.9279340893368726	2	2	44	0.1	84.6332947827453	2.9279340893368726	44	2	42.30581966737086
403	66.48528159432024	9.83737297602849	13.66768226365437	4	56	4	0.1	13.66768226365437	168.86598710609255	4	56	-10.873218817420565
404	61.73355386092688	9.986991076968936	8.604925108325705	5	7	5	0.1	16.200379600834978	8.604925108325705	5	7	5.235263343575577
405	62.40963726062522	10.177200990921373	0.0	0	0	14	0.1	21.903271638027352	0.0	14	0	10.853284390619708
406	63.166877406315365	10.257384725961886	0.0	0	0	16	0.1	24.266769650587285	0.0	16	0	11.014624871652034
407	63.99053861225906	10.228673343939798	0.0	0	0	18	0.1	26.078895768285662	0.0	18	0	11.052334549883492
408	72.017281920732	10.470167727439666	0.7848607474516156	1	1	11	0.1	15.769350047187762	0.7848607474516156	11	1	18.49691103591261
409	57.49033977741717	10.325931265033114	8.111804652711584	3	16	3	0.1	8.111804652711584	25.962300250294344	3	16	-4.2010108782817195
410	59.890560197131606	10.199832243487574	0.0	0	0	44	0.1	83.499955958071	0.0	44	0	12.60005266320201
411	61.46356308225389	10.40234389636952	0.0	0	0	30	0.1	52.529242670120134	0.0	30	0	11.975346781491805
412	62.84992715024417	10.147872201013351	0.0	0	0	28	0.1	45.111737701732814	0.0	28	0	11.53423626900363
413	63.648762242505185	9.962937302676552	0.0	0	0	16	0.1	25.42039835150109	0.0	16	0	10.761772394937568
414	64.0930389839535	9.900875573759718	0.0	0	0	10	0.1	13.960263351410097	0.0	10	0	10.345152315208038
415	94.30027656626295	9.822250819355492	0.8364837105702918	1	1	7	0.1	8.192420261710446	0.8364837105702918	7	1	40.029488401664935
416	73.04090503479021	10.098269632147465	10.732975058920307	6	58	6	0.1	10.732975058920307	201.41690580605783	6	58	-11.161101899325272
417	70.09307930808276	9.919092547576167	20.710512907678925	8	21	8	0.1	20.710512907678925	36.862039855848195	8	21	6.971266820868717
418	78.58140941460903	9.869056112380969	13.599566142352487	8	11	8	0.1	13.599566142352487	17.398018946577928	8	11	18.35738621890723
419	75.80073153524556	9.708987636216476	0.0	0	38	0	0.1	0.0	70.77190139698652	0	38	6.928309756853009
